movie,Bechdel_test
Ghost Ship,pass
The Good Girl,pass
Hable con ella [Talk to Her],pass
Harry Potter and the Chamber of Secrets,pass
High Crimes,pass
Home Room,pass
The Hot Chick,pass
The Hours,pass
The Hunchback of  Notre Dame II,nopass
Hysterical Blindness,pass
I Spy,nopass
I'm with Lucy,nopass
Ice Age,nopass
Igby Goes Down,nopass
The Importance of Being Earnest,pass
Infernal Affairs,nopass
Insomnia,nopass
Intimate Stories,pass
Irreversible,nopass
Is It College Yet?,pass
Ju-on: The Grudge,pass
K-19: The Widowmaker,nopass
Life or Something Like It,pass
Lilo and Stitch,pass
Lilya 4-Ever,pass
Loenatik - De moevie,pass
The Lord of the Rings: The Two Towers,pass
Los lunes al sol,nopass
Low-Flying Aircraft,pass
The Magdalene Sisters,pass
Maggie and Annie,pass
Maid in Manhattan,pass
Marion Bridge,pass
The Master of Disguise,nopass
May,pass
Men in Black II,nopass
Minority Report,nopass
Moonlight Mile,pass
Morvern Callar,pass
The Mothman Prophecies,nopass
Mr Deeds,nopass
My Big Fat Greek Wedding,pass
Naqoyqatsi,nopass
Neko no ongaeshi (The cat returns),pass
No Night Is Too Long,nopass
One Hour Photo,nopass
Panic Room,pass
Phone Booth,nopass
The Pianist,nopass
Planet of the Erotic Ape,pass
The Powerpuff Girls,pass
Punch-Drunk Love,nopass
Queen of the Damned,pass
The Quiet American,nopass
Rabbit-Proof Fence,pass
The Rats,pass
Real Women Have Curves,pass
Red Dragon,nopass
Reign of Fire,nopass
Resident Evil,pass
The Ring,pass
Ripley's Game,nopass
Road to Perdition,nopass
Rose Red,pass
The Rules of Attraction,pass
S1m0ne,pass
The Santa Clause 2,nopass
Scooby-Doo,pass
The Scorpion King,nopass
Secretary,pass
Signs,nopass
"Slap Her, She's French!",pass
Snow Dogs,nopass
Solaris,nopass
Spider,nopass
Spider-Man,nopass
Spirit: Stallion of the Cimarron,nopass
Spun,pass
Spy Kids 2: Island of Lost Dreams,pass
Star Trek: Nemesis,nopass
Star Wars: Episode II - Attack of the Clones,pass
The Sum of All Fears,nopass
Sweet Home Alabama,pass
Sweet Sixteen,nopass
The Sweetest Thing,pass
Sympathy for Mr. Vengeance,pass
Tan de repente,pass
Teknolust,pass
Ten,pass
They,pass
Time Changer,nopass
The Time Machine,nopass
Tipping the Velvet,pass
Tomie: Saishuu-sho - kindan no kajitsu,pass
The Transporter,nopass
Treasure Planet,pass
Tru Confessions,pass
Tuck Everlasting,pass
The Tuxedo,nopass
The Twilight Samurai,pass
Two Weeks Notice,pass
Undercover Brother,pass
Unfaithful,pass
The Vagina Monologues,nopass
Valami Amerika,nopass
Waking Up in Reno,pass
We Were Soldiers,pass
Whale Rider,pass
White Oleander,pass
Wilbur Wants to Kill Himself,pass
The Wild Thornberrys Movie,pass
Windtalkers,nopass
WiseGirls,pass
xXx,nopass
Ying xiong (Hero),pass
Yossi & Jagger,nopass
The 51st State,nopass
A Beautiful Mind,nopass
A Knight's Tale,nopass
Along Came A Spider,pass
Amazons and Gladiators,pass
Amelie,pass
American Outlaws,nopass
American Pie 2,pass
Antitrust,nopass
Arachnid,pass
Arite hime/Princess Arete,pass
Artificial Intelligence: AI,nopass
The Atlantis Conspiracy,pass
Atlantis: The Lost Empire,nopass
Band of Brothers,nopass
Baran,nopass
Barbie in the Nutcracker,pass
Behind Enemy Lines,nopass
"Belphegor, Phantom of the Louvre (Belphegor - Le fantome du Louvre)",pass
Black Hawk Down,nopass
Blow,nopass
The Breed,nopass
Bridget Jones's Diary,pass
Brotherhood of the Wolf,nopass
Caos,pass
Charlotte Gray,pass
Chori Chori Chupke Chupke,nopass
Cowboy Bebop: The Movie,pass
The Curse of the Jade Scorpion,pass
Dagon,pass
Der Schuh des Manitu,nopass
Don't Say A Word,pass
Donnie Darko,pass
Dr. Dolittle 2,pass
El Espinazo del Diablo,nopass
Elvira's Haunted Hills,pass
Epoch,nopass
Escanaba in da Moonlight,nopass
Evolution,pass
The Fast and the Furious,nopass
Fat Girl,pass
Final Fantasy: The Spirits Within,nopass
Finder's Fee,nopass
Frailty,nopass
Freddy Got Fingered,nopass
From Hell,pass
Ghost World,pass
Ghosts of Mars,pass
The Glass House,pass
Glitter,pass
Go,nopass
God Is Great and I'm Not,nopass
Gosford Park,pass
Goyangileul butaghae (Take Care of My Cat),pass
Gypsy 83,pass
Hannibal,pass
Harry Potter and the Sorcerer's Stone,pass
He Died with a Felafel in His Hand,pass
Heartbreakers,pass
Hedwig and the Angry Inch,pass
Heist,pass
The Hidden Half (Nimeh-ye penhan),pass
High Heels and Low Lifes,pass
Hitched,pass
How High,nopass
Human Nature,pass
Hundstage,pass
I Am Sam,pass
Impostor,nopass
In the Bedroom,pass
In the Time of the Butterflies,pass
Jason X,pass
Jay and Silent Bob Strike Back,pass
Jeepers Creepers,pass
Jesus Christ Vampire Hunter,nopass
Jimmy Neutron: Boy Genius,pass
Josie and the Pussycats,pass
Jump Tomorrow,pass
Jurassic Park III,nopass
K-PAX,nopass
Kabhi Khushi Kabhie Gham...,pass
Kairo,pass
Kate & Leopold,nopass
Kiss of the Dragon,nopass
Kissing Jessica Stein,pass
Koroshiya 1,nopass
L'uomo in più,nopass
L.I.E.,nopass
la ciénaga,pass
La fille de Keltoum,pass
La tour Montparnasse infernale,pass
Lagaan - Once Upon a Time in India,pass
The Land Before Time VIII: The Big Freeze,pass
Lara Croft: Tomb Raider,nopass
Late Marriage,nopass
Le fate ignoranti,pass
Legally Blonde,pass
The Legend of Suriyothai,pass
The Lord of the Rings: The Fellowship of the Ring,nopass
Lost and Delirious,pass
Lovely and Amazing,pass
Lucky Girl (a.k.a. My Daughter's Secret Life),pass
The Majestic,nopass
Manic,pass
Me Without You,pass
The Mexican,nopass
Millennium Actress,nopass
Miss Minoes (a.k.a Undercover Kitty),pass
The Mists of Avalon,pass
Monkeybone,pass
Monsoon Wedding,pass
Monster's Ball,nopass
"Monsters, Inc.",nopass
Mostly Martha,pass
Moszkva ter,nopass
Moulin Rouge!,pass
Mulholland Dr.,pass
The Mummy Returns,pass
The Mystic Masseur,nopass
The Navigators,nopass
Not Another Teen Movie,pass
Nowhere in Africa,pass
Ocean's Eleven,nopass
The One,nopass
The Order,nopass
Original Sin,nopass
Osmosis Jones,pass
The Others,pass
Pearl Harbor,nopass
The Piano Teacher,pass
Planet of the Apes,pass
The Princess Diaries,pass
Rat Race,pass
Read My Lips,pass
Recess: School's Out,pass
Riding in Cars with Boys,pass
The Royal Tenenbaums,pass
Rush Hour 2,pass
Samsara,nopass
Save the Last Dance,pass
Scary Movie 2,pass
The Score,nopass
Serendipity,pass
Shallow Hal,pass
Shaolin Soccer,nopass
Shrek,nopass
Sister Mary Explains it All,pass
Slashers,pass
Someone Like You...,pass
Spirited Away,pass
Spy Game,nopass
Spy Kids,pass
Stranded,pass
Sugar & Spice,pass
Suicide Club,pass
Super Troopers,nopass
Sweet November,nopass
Swordfish,nopass
Tanguy,nopass
Thir13en Ghosts,nopass
Tomie: Re-birth,pass
Training Day,nopass
Tremors 3: Back to Perfection,pass
Valentine,nopass
Vanilla Sky,nopass
Volcano High,pass
Waiting For Godot,nopass
Waking Life,pass
War Bride,pass
The Wedding Planner,pass
Wet Hot American Summer,pass
What Makes a Family,pass
Wiedźmin (The Hexer),pass
Wit,pass
Y tu mama tambien,nopass
"Yes, But...",pass
Zaion: I Wish You Were Here,pass
Zenon: The Zequel,pass
Zoolander,pass
102 Dalmatians,pass
28 Days,pass
The 6th Day,pass
A Good Baby,pass
Alley Cats Strike,pass
Almost Famous,pass
Alvin and the Chipmunks Meet the Wolfman,pass
American Psycho,pass
Amores Perros,nopass
An Extremely Goofy Movie,nopass
Autumn in New York,nopass
Baise-Moi,pass
Bamboozlee,nopass
Batman Beyond: Return of the Joker,pass
Battle Royale,pass
The Beach,nopass
Beautiful,pass
Beautiful Creatures,pass
Best in Show,pass
Billy Elliot,pass
Bless the Child,nopass
Blinkende lygter ('Flickering Lights'),nopass
Blue's Big Musical Movie,pass
Boiler Room,nopass
Bounce,nopass
Bread and Roses,pass
Bring It On,pass
Cast Away,nopass
Cecil B. Demented,pass
The Cell,nopass
Center Stage,pass
Charlie's Angels,pass
Cherry Falls,pass
Chicken Run,pass
Chocolat,pass
The Circle,pass
Coyote Ugly,pass
Dancer in the Dark,pass
Dancing at the Blue Iguana,pass
Dark Days,nopass
Dinner Rush,pass
Dinosaur,pass
The Dish,pass
Dragonheart: A New Beginning,nopass
"Dude, Where's My Car",nopass
Dune,pass
Eeny Meeny,pass
The Emperor's New Groove,pass
Erin Brockovich,pass
Fa yeung nin wa (In the Mood for Love),pass
The Family Man,pass
Final Destination,nopass
Finding Forrester,nopass
Flowers for Algernon,nopass
The Gift,pass
Ginger Snaps,pass
Girlfight,pass
Gladiator,nopass
The Gleaners and I,pass
Gone in Sixty Seconds,nopass
Greenfingers,pass
Gundam Wing: The Movie - Endless Waltz,pass
Hanging Up,pass
Hellraiser: Inferno,nopass
High Fidelity,nopass
Hollow Man,pass
How the Grinch Stole Christmas,pass
If These Walls Could Talk 2,pass
Is It Fall Yet,pass
The Isle,nopass
Italian for Beginners,pass
J.S.A.: Joint Security Area,nopass
Joseph: King of Dreams,pass
Ju-on,pass
Ju-on 2,nopass
Juste une question d'amour,nopass
Kao (Face),pass
Kevin & Perry Go Large,pass
La comunidad,pass
La fidelite,pass
Leprechaun in the Hood,nopass
Life-Size,pass
The Little Mermaid 2: Return to the Sea,pass
Little Nicky,nopass
Love & Basketball,pass
Mad About Mambo,nopass
Malèna,pass
The Man Who Cried,pass
"Me, Myself and Irene",nopass
Meet the Parents,nopass
Memento,nopass
Men of Honor,nopass
Miss Congeniality,pass
Mission to Mars,nopass
Mission: Impossible II,nopass
Mr. Accident,pass
Next Friday,nopass
"O Brother, Where Art Thou?",nopass
Old School,nopass
Operation Delta Force 5: Random Fire,nopass
Ordinary Decent Criminal,nopass
The Patriot,pass
Pay it Foward,pass
The Perfect Storm,nopass
Picture Claire,pass
Pitch Black,pass
Pokemon: The Movie 2000,pass
Red Planet,nopass
Remember the Titans,pass
The Replacements,pass
Requiem for a Dream,pass
Return to Me,pass
Ring 0: Birthday (Ringu 0: Bâsudei),pass
The Road to El Dorado,nopass
Romeo Must Die,nopass
Roozi ke zan shodam,pass
Rugrats in Paris:,pass
Sakuya: yokaiden,pass
Santa who?,nopass
Saving Grace,pass
Scary Movie,pass
Scream 3,pass
Sexy Beast,nopass
Shanghai Noon,nopass
Snatch.,nopass
Some Voices,nopass
Something Between Us,pass
Songcatcher,pass
Sordid Lives,pass
Space Cowboys,nopass
Spacked out,nopass
Spiral,pass
Supernova,pass
Tadpole,nopass
